id	name	source	features	aliases
ftr00293	ECF sigma factor	ModelSEED	null	ModelSEED:msfr.293
ftr00294	rna synthesis, modification , dna transcription	ModelSEED	null	ModelSEED:msfr.294
ftr00295	macromolecule metabolism	ModelSEED	null	ModelSEED:msfr.295
ftr00296	macromolecule synthesis, modification	ModelSEED	null	ModelSEED:msfr.296
ftr00297	RNA polymerase sigma-70 factor, ECF subfamily	ModelSEED	null	ModelSEED:msfr.297
ftr00299	probable extracytoplasmic sigma factor EcfR	ModelSEED	null	ModelSEED:msfr.299
ftr00300	RNA polymerase sigma-70 factor, ECF family	ModelSEED	null	ModelSEED:msfr.300
ftr00301	Sigma-70 region 2:Sigma-70 region 4	ModelSEED	null	ModelSEED:msfr.301
ftr00302	ECF family sigma factor	ModelSEED	null	ModelSEED:msfr.302
ftr00303	extracytoplasmic sigma factor EcfR	ModelSEED	null	ModelSEED:msfr.303
ftr00304	COG2078: Uncharacterized ACR	ModelSEED	null	ModelSEED:msfr.304
ftr00305	COG1355, Predicted dioxygenase	ModelSEED	null	ModelSEED:msfr.305
ftr00306	COG1180: Radical SAM, Pyruvate-formate lyase-activating enzyme like	ModelSEED	null	ModelSEED:msfr.306
ftr00307	Multidrug efflux membrane fusion protein MexE	ModelSEED	null	ModelSEED:msfr.307
ftr00308	Multidrug efflux transporter MexF	ModelSEED	null	ModelSEED:msfr.308
ftr00309	Outer membrane protein OprN	ModelSEED	null	ModelSEED:msfr.309
ftr00310	Transcriptional regulator MexT	ModelSEED	null	ModelSEED:msfr.310
ftr00311	Putative Isoquinoline 1-oxidoreductase subunit, Mll3835 protein	ModelSEED	null	ModelSEED:msfr.311
ftr00312	Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)	ModelSEED	null	ModelSEED:msfr.312
ftr00313	Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	ModelSEED	null	ModelSEED:msfr.313
ftr00314	LSU ribosomal protein L1p (L10Ae), mitochondrial	ModelSEED	null	ModelSEED:msfr.314
ftr00315	LSU ribosomal protein L2p (L8e), mitochondrial	ModelSEED	null	ModelSEED:msfr.315
ftr00316	LSU ribosomal protein L3p (L3e), mitochondrial	ModelSEED	null	ModelSEED:msfr.316
ftr00317	LSU ribosomal protein L4p (L1e), mitochondrial	ModelSEED	null	ModelSEED:msfr.317
ftr00318	LSU ribosomal protein L5p (L11e), mitochondrial	ModelSEED	null	ModelSEED:msfr.318
ftr00319	LSU ribosomal protein L6p (L9e), mitochondrial	ModelSEED	null	ModelSEED:msfr.319
ftr00320	LSU ribosomal protein L7/L12 (L23e), mitochondrial	ModelSEED	null	ModelSEED:msfr.320
ftr00321	LSU ribosomal protein L9p, mitochondrial	ModelSEED	null	ModelSEED:msfr.321
ftr00322	LSU ribosomal protein L10p (P0), mitochondrial	ModelSEED	null	ModelSEED:msfr.322
ftr00323	LSU ribosomal protein L11p (L12e), mitochondrial	ModelSEED	null	ModelSEED:msfr.323
ftr00324	LSU ribosomal protein L13p (L13Ae), mitochondrial	ModelSEED	null	ModelSEED:msfr.324
ftr00325	LSU ribosomal protein L14p (L23e), mitochondrial	ModelSEED	null	ModelSEED:msfr.325
ftr00326	LSU ribosomal protein L15p (L27Ae), mitochondrial	ModelSEED	null	ModelSEED:msfr.326
ftr00327	LSU ribosomal protein L16p (L10e), mitochondrial	ModelSEED	null	ModelSEED:msfr.327
ftr00328	LSU ribosomal protein L17p, mitochondrial	ModelSEED	null	ModelSEED:msfr.328
ftr00329	LSU ribosomal protein L18p (L5e), mitochondrial	ModelSEED	null	ModelSEED:msfr.329
ftr00330	LSU ribosomal protein L19p, mitochondrial	ModelSEED	null	ModelSEED:msfr.330
ftr00331	LSU ribosomal protein L20p, mitochondrial	ModelSEED	null	ModelSEED:msfr.331
ftr00332	LSU ribosomal protein L21p, mitochondrial	ModelSEED	null	ModelSEED:msfr.332
ftr00333	LSU ribosomal protein L22p (L17e), mitochondrial	ModelSEED	null	ModelSEED:msfr.333
ftr00334	LSU ribosomal protein L23p (L23Ae), mitochondrial	ModelSEED	null	ModelSEED:msfr.334
ftr00335	LSU ribosomal protein L24p (L26e), mitochondrial	ModelSEED	null	ModelSEED:msfr.335
ftr00336	LSU ribosomal protein L25p, mitochondrial	ModelSEED	null	ModelSEED:msfr.336
ftr00337	LSU ribosomal protein L27p, mitochondrial	ModelSEED	null	ModelSEED:msfr.337
ftr00338	LSU ribosomal protein L28p, mitochondrial	ModelSEED	null	ModelSEED:msfr.338
ftr00340	LSU ribosomal protein L30p (L7e), mitochondrial	ModelSEED	null	ModelSEED:msfr.340
ftr00341	LSU ribosomal protein L31p, mitochondrial	ModelSEED	null	ModelSEED:msfr.341
ftr00342	LSU ribosomal protein L32p, mitochondrial	ModelSEED	null	ModelSEED:msfr.342
ftr00343	LSU ribosomal protein L33p, mitochondrial	ModelSEED	null	ModelSEED:msfr.343
ftr00344	LSU ribosomal protein L34p, mitochondrial	ModelSEED	null	ModelSEED:msfr.344
ftr00346	LSU ribosomal protein L36p, mitochondrial	ModelSEED	null	ModelSEED:msfr.346
ftr00347	LSU ribosomal protein L37mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.347
ftr00348	LSU ribosomal protein L38mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.348
ftr00349	LSU ribosomal protein L39mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.349
ftr00350	LSU ribosomal protein L40mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.350
ftr00351	LSU ribosomal protein L41mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.351
ftr00352	LSU ribosomal protein L42mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.352
ftr00353	LSU ribosomal protein L43mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.353
ftr00354	LSU ribosomal protein L44mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.354
ftr00355	LSU ribosomal protein L45mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.355
ftr00356	LSU ribosomal protein L46mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.356
ftr00357	LSU ribosomal protein L47mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.357
ftr00358	LSU ribosomal protein L48mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.358
ftr00359	LSU ribosomal protein L49mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.359
ftr00360	LSU ribosomal protein L50mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.360
ftr00361	LSU ribosomal protein L51mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.361
ftr00362	LSU ribosomal protein L52mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.362
ftr00363	LSU ribosomal protein L53mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.363
ftr00364	LSU ribosomal protein L54mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.364
ftr00365	LSU ribosomal protein L55mt, mitochondrial	ModelSEED	null	ModelSEED:msfr.365
ftr00366	LSU ribosomal protein MRPL13, mitochondrial	ModelSEED	null	ModelSEED:msfr.366
ftr00367	LSU ribosomal protein MRPL15, mitochondrial	ModelSEED	null	ModelSEED:msfr.367
ftr00368	LSU ribosomal protein MRPL20, mitochondrial	ModelSEED	null	ModelSEED:msfr.368
ftr00369	LSU ribosomal protein MRPL25, mitochondrial	ModelSEED	null	ModelSEED:msfr.369
ftr00370	LSU ribosomal protein MRPL31, mitochondrial	ModelSEED	null	ModelSEED:msfr.370
ftr00371	LSU ribosomal protein MRPL35, mitochondrial	ModelSEED	null	ModelSEED:msfr.371
ftr00372	LSU ribosomal protein MRP51, mitochondrial	ModelSEED	null	ModelSEED:msfr.372
ftr00373	Chorismate mutase I (EC 5.4.99.5)	ModelSEED	null	ModelSEED:msfr.373
ftr00374	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)	ModelSEED	null	ModelSEED:msfr.374
ftr00375	Chorismate mutase II (EC 5.4.99.5)	ModelSEED	null	ModelSEED:msfr.375
ftr00376	Chorismate mutase III (EC 5.4.99.5)	ModelSEED	null	ModelSEED:msfr.376
ftr00377	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	ModelSEED	null	ModelSEED:msfr.377
ftr00378	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	ModelSEED	null	ModelSEED:msfr.378
ftr00379	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	ModelSEED	null	ModelSEED:msfr.379
ftr00380	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	ModelSEED	null	ModelSEED:msfr.380
ftr00381	Arogenate dehydrogenase (EC 1.3.1.43)	ModelSEED	null	ModelSEED:msfr.381
ftr00382	Prephenate dehydrogenase (EC 1.3.1.12)	ModelSEED	null	ModelSEED:msfr.382
ftr00383	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	ModelSEED	null	ModelSEED:msfr.383
ftr00384	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	ModelSEED	null	ModelSEED:msfr.384
ftr00385	Transcriptional repressor protein TyrR	ModelSEED	null	ModelSEED:msfr.385
ftr00386	Arogenate dehydratase (EC 4.2.1.91)	ModelSEED	null	ModelSEED:msfr.386
ftr00387	Prephenate dehydratase (EC 4.2.1.51)	ModelSEED	null	ModelSEED:msfr.387
ftr00388	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	ModelSEED	null	ModelSEED:msfr.388
ftr00389	Benzoylacetate CoA-ligase	ModelSEED	null	ModelSEED:msfr.389
ftr00390	Acetophenone carboxylase subunit Apc5	ModelSEED	null	ModelSEED:msfr.390
ftr00391	Acetophenone carboxylase subunit Apc4	ModelSEED	null	ModelSEED:msfr.391
ftr00392	Acetophenone carboxylase subunit Apc3	ModelSEED	null	ModelSEED:msfr.392
ftr00393	Acetophenone carboxylase subunit Apc2	ModelSEED	null	ModelSEED:msfr.393
ftr00394	Acetophenone carboxylase subunit Apc1	ModelSEED	null	ModelSEED:msfr.394
ftr00395	Ethylbenzene dehydrogenase alpha subunit (EC 1.17.99.2)	ModelSEED	null	ModelSEED:msfr.395
ftr00396	Ethylbenzene dehydrogenase beta subunit (EC 1.17.99.2)	ModelSEED	null	ModelSEED:msfr.396
ftr00397	Ethylbenzene dehydrogenase gamma subunit (EC 1.17.99.2)	ModelSEED	null	ModelSEED:msfr.397
ftr00398	Ethylbenzene dehydrogenase delta subunit (EC 1.17.99.2)	ModelSEED	null	ModelSEED:msfr.398
ftr00399	(S)-1-Phenylethanol dehydrogenase	ModelSEED	null	ModelSEED:msfr.399
ftr00400	Benzoylsuccinyl-CoA thiolase alpha subunit (EC:2.3.1.-)	ModelSEED	null	ModelSEED:msfr.400
ftr00401	Benzoylsuccinyl-CoA thiolase beta subunit (EC:2.3.1.-)	ModelSEED	null	ModelSEED:msfr.401
ftr00402	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase alpha subunit (EC 1.1.1.35)	ModelSEED	null	ModelSEED:msfr.402
ftr00403	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase beta subunit (EC 1.1.1.35)	ModelSEED	null	ModelSEED:msfr.403
ftr00404	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsE (EC 2.8.3.15)	ModelSEED	null	ModelSEED:msfr.404
ftr00405	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF (EC 2.8.3.15)	ModelSEED	null	ModelSEED:msfr.405
ftr00406	(R)-benzylsuccinyl-CoA dehydrogenase (EC 1.3.99.21)	ModelSEED	null	ModelSEED:msfr.406
ftr00407	Phenylitaconyl-CoA hydratase (EC 4.2.1.-)	ModelSEED	null	ModelSEED:msfr.407
ftr00408	Benzylsuccinate synthase alpha subunit (EC 4.1.99.11)	ModelSEED	null	ModelSEED:msfr.408
ftr00409	Benzylsuccinate synthase beta subunit (EC 4.1.99.11)	ModelSEED	null	ModelSEED:msfr.409
ftr00410	Benzylsuccinate synthase gamma subunit (EC 4.1.99.11)	ModelSEED	null	ModelSEED:msfr.410
ftr00411	Benzylsuccinate synthase activating enzyme (EC 1.97.1.4)	ModelSEED	null	ModelSEED:msfr.411
ftr00412	Ribosome modulation factor	ModelSEED	null	ModelSEED:msfr.412
ftr00413	Ribosome hibernation protein YhbH	ModelSEED	null	ModelSEED:msfr.413
ftr00414	Ribosome hibernation protein YfiA	ModelSEED	null	ModelSEED:msfr.414
ftr00415	Stationary-phase-induced ribosome-associated protein	ModelSEED	null	ModelSEED:msfr.415
ftr00416	Ribosomal subunit interface protein	ModelSEED	null	ModelSEED:msfr.416
ftr00417	LysR family regulatory protein CidR	ModelSEED	null	ModelSEED:msfr.417
ftr00418	Holin-like protein CidA	ModelSEED	null	ModelSEED:msfr.418
ftr00419	CidA-associated membrane protein CidB	ModelSEED	null	ModelSEED:msfr.419
ftr00420	Pyruvate oxidase, CidC	ModelSEED	null	ModelSEED:msfr.420
ftr00421	Autolysis histidine kinase LytS	ModelSEED	null	ModelSEED:msfr.421
ftr00422	Autolysis response regulater LytR	ModelSEED	null	ModelSEED:msfr.422
ftr00423	Antiholin-like protein LrgA	ModelSEED	null	ModelSEED:msfr.423
ftr00424	LrgA-associated membrane protein LrgB	ModelSEED	null	ModelSEED:msfr.424
ftr00425	Cytidine deaminase (EC 3.5.4.5)	ModelSEED	null	ModelSEED:msfr.425
ftr00426	tRNA-dihydrouridine synthase C (EC 1.-.-.-)	ModelSEED	null	ModelSEED:msfr.426
ftr00427	Holin-like protein 1	ModelSEED	null	ModelSEED:msfr.427
ftr00428	Holin associated membrane protein 1	ModelSEED	null	ModelSEED:msfr.428
ftr00429	Holin associated hypothetical protein	ModelSEED	null	ModelSEED:msfr.429
ftr00430	Holin-like protein 2	ModelSEED	null	ModelSEED:msfr.430
ftr00431	Holin associated membrane protein 2	ModelSEED	null	ModelSEED:msfr.431
ftr00432	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	ModelSEED	null	ModelSEED:msfr.432
ftr00433	S-layer protein Sap	ModelSEED	null	ModelSEED:msfr.433
ftr00434	S-layer protein EA1	ModelSEED	null	ModelSEED:msfr.434
ftr00435	Acetolactate synthase, catabolic (EC 2.2.1.6)	ModelSEED	null	ModelSEED:msfr.435
ftr00436	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	ModelSEED	null	ModelSEED:msfr.436
ftr00437	Truncated cell surface protein map-w	ModelSEED	null	ModelSEED:msfr.437
ftr00439	Ribosomal protein L3 methyltransferase	ModelSEED	null	ModelSEED:msfr.439
ftr00440	Phosphohistidine phosphatase SixA	ModelSEED	null	ModelSEED:msfr.440
ftr00441	Chorismate synthase (EC 4.2.3.5)	ModelSEED	null	ModelSEED:msfr.441
ftr00442	Excinuclease ABC subunit A	ModelSEED	null	ModelSEED:msfr.442
ftr00443	Excinuclease ABC subunit A, dimeric form	ModelSEED	null	ModelSEED:msfr.443
ftr00444	Excinuclease ABC subunit B	ModelSEED	null	ModelSEED:msfr.444
ftr00445	Excinuclease ABC subunit C	ModelSEED	null	ModelSEED:msfr.445
ftr00446	Excinuclease cho (excinuclease ABC alternative C subunit)	ModelSEED	null	ModelSEED:msfr.446
ftr00447	Excinuclease ABC subunit A paralog in greater Bacteroides group	ModelSEED	null	ModelSEED:msfr.447
ftr00448	Excinuclease ABC subunit A paralog of unknown function	ModelSEED	null	ModelSEED:msfr.448
ftr00449	Excinuclease ABC subunit A domain protein	ModelSEED	null	ModelSEED:msfr.449
ftr00450	Excinuclease ABC subunit C domain protein	ModelSEED	null	ModelSEED:msfr.450
ftr00451	Excinuclease ABC, C subunit-like	ModelSEED	null	ModelSEED:msfr.451
ftr00452	Cell wall-associated murein hydrolase LytA	ModelSEED	null	ModelSEED:msfr.452
ftr00453	Cell wall-associated murein hydrolase LytC	ModelSEED	null	ModelSEED:msfr.453
ftr00454	Choline binding protein D	ModelSEED	null	ModelSEED:msfr.454
ftr00455	Two-peptide bacteriocin peptide CibA	ModelSEED	null	ModelSEED:msfr.455
ftr00456	Two-peptide bacteriocin peptide CibB	ModelSEED	null	ModelSEED:msfr.456
ftr00457	Immunity factor CibC	ModelSEED	null	ModelSEED:msfr.457
ftr00458	Immunity factor ComM	ModelSEED	null	ModelSEED:msfr.458
ftr00459	OxaI/YidC membrane insertion protein	ModelSEED	null	ModelSEED:msfr.459
ftr00460	GTPase and tRNA-U34 5-formylation enzyme TrmE	ModelSEED	null	ModelSEED:msfr.460
ftr00461	YidD	ModelSEED	null	ModelSEED:msfr.461
ftr00462	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	ModelSEED	null	ModelSEED:msfr.462
ftr00463	Ribonuclease P protein component (EC 3.1.26.5)	ModelSEED	null	ModelSEED:msfr.463
ftr00464	Chromosomal replication initiator protein DnaA	ModelSEED	null	ModelSEED:msfr.464
ftr00465	DNA polymerase III beta subunit (EC 2.7.7.7)	ModelSEED	null	ModelSEED:msfr.465
ftr00466	DNA gyrase subunit B (EC 5.99.1.3)	ModelSEED	null	ModelSEED:msfr.466
ftr00470	Beta-glucosidase	ModelSEED	null	ModelSEED:msfr.470
ftr00471	Cytochrome c2	ModelSEED	null	ModelSEED:msfr.471
ftr00472	Cytochrome C550 (Soluble cytochrome C)	ModelSEED	null	ModelSEED:msfr.472
ftr00473	Photosystem II protein PsbV, cytochrome c550	ModelSEED	null	ModelSEED:msfr.473
ftr00474	Membrane-attached cytochrome c550	ModelSEED	null	ModelSEED:msfr.474
ftr00475	Cytochrome C553 (soluble cytochrome f)	ModelSEED	null	ModelSEED:msfr.475
ftr00476	Putative diheme cytochrome c-553	ModelSEED	null	ModelSEED:msfr.476
ftr00477	Cytochrome c552 precursor (EC 1.7.2.2)	ModelSEED	null	ModelSEED:msfr.477
ftr00478	Cytochrome c552	ModelSEED	null	ModelSEED:msfr.478
ftr00479	Cytochrome c-552 precursor	ModelSEED	null	ModelSEED:msfr.479
ftr00480	Cytochrome c551/c552	ModelSEED	null	ModelSEED:msfr.480
ftr00481	Soluble cytochrome b562	ModelSEED	null	ModelSEED:msfr.481
ftr00482	soluble [2Fe-2S] ferredoxin	ModelSEED	null	ModelSEED:msfr.482
ftr00483	Ferredoxin	ModelSEED	null	ModelSEED:msfr.483
ftr00484	cytochrome b-5	ModelSEED	null	ModelSEED:msfr.484
ftr00485	Iron-sulfur cluster-binding protein	ModelSEED	null	ModelSEED:msfr.485
ftr00486	Probable ferredoxin	ModelSEED	null	ModelSEED:msfr.486
ftr00487	Cytochrome c4	ModelSEED	null	ModelSEED:msfr.487
ftr00488	Ferredoxin, 2Fe-2S	ModelSEED	null	ModelSEED:msfr.488
ftr00489	Probable cytochrome c2	ModelSEED	null	ModelSEED:msfr.489
ftr00490	Probable cytochrome c-552	ModelSEED	null	ModelSEED:msfr.490
ftr00491	Cytochrome c553	ModelSEED	null	ModelSEED:msfr.491
ftr00492	cytochrome c-551	ModelSEED	null	ModelSEED:msfr.492
ftr00493	Carbon monoxide-induced hydrogenase membrane protein CooM	ModelSEED	null	ModelSEED:msfr.493
ftr00494	Carbon monoxide-induced hydrogenase proton translocating subunit CooK	ModelSEED	null	ModelSEED:msfr.494
ftr00495	Carbon monoxide-induced hydrogenase small subunit CooL	ModelSEED	null	ModelSEED:msfr.495
ftr00496	Carbon monoxide-induced hydrogenase iron-sulfur protein CooX	ModelSEED	null	ModelSEED:msfr.496
ftr00497	Carbon monoxide-induced hydrogenase NuoC-like protein CooU	ModelSEED	null	ModelSEED:msfr.497
ftr00498	Carbon monoxide-induced hydrogenase large subunit CooH	ModelSEED	null	ModelSEED:msfr.498
ftr00499	Carbon monoxide-responsive transcriptional activator CooA	ModelSEED	null	ModelSEED:msfr.499
ftr00500	CooT	ModelSEED	null	ModelSEED:msfr.500
ftr00501	CooJ	ModelSEED	null	ModelSEED:msfr.501
ftr00502	Carbon monoxide dehydrogenase CooS subunit (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.502
ftr00503	CO dehydrogenase iron-sulfur protein CooF (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.503
ftr00504	CO dehydrogenase/acetyl-CoA synthase, CO dehydrogenase subunit (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.504
ftr00505	CO dehydrogenase/acetyl-CoA synthase, acetyl-CoA synthase subunit (EC 2.3.1.169)	ModelSEED	null	ModelSEED:msfr.505
ftr00506	Acetyl-CoA synthase corrinoid iron-sulfur protein, large subunit	ModelSEED	null	ModelSEED:msfr.506
ftr00507	Acetyl-CoA synthase corrinoid iron-sulfur protein, small subunit	ModelSEED	null	ModelSEED:msfr.507
ftr00508	5-methyltetrahydrofolate:corrinoid iron-sulfur protein methyltransferase	ModelSEED	null	ModelSEED:msfr.508
ftr00509	CO dehydrogenase/acetyl-CoA synthase subunit alpha, CO dehydrogenase subcomplex (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.509
ftr00510	CO dehydrogenase/acetyl-CoA synthase subunit beta, acetyl-CoA synthase (EC 2.3.1.169)	ModelSEED	null	ModelSEED:msfr.510
ftr00511	CO dehydrogenase/acetyl-CoA synthase subunit gamma, corrinoid iron-sulfur subcomplex large subunit	ModelSEED	null	ModelSEED:msfr.511
ftr00512	5-tetrahydromethanopterin:corrinoid iron-sulfur protein methyltransferase	ModelSEED	null	ModelSEED:msfr.512
ftr00513	CO dehydrogenase/acetyl-CoA synthase subunit delta, corrinoid iron-sulfur subcomplex small subunit	ModelSEED	null	ModelSEED:msfr.513
ftr00514	CO dehydrogenase/acetyl-CoA synthase subunit epsilon, CO dehydrogenase subcomplex (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.514
ftr00515	CO dehydrogenase accessory protein CooC (nickel insertion)	ModelSEED	null	ModelSEED:msfr.515
ftr00516	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	ModelSEED	null	ModelSEED:msfr.516
ftr00517	Similar to carbon monoxide dehydrogenase corrinoid/iron-sulfur protein	ModelSEED	null	ModelSEED:msfr.517
ftr00518	Similar to carbon monoxide dehydrogenase CooS subunit	ModelSEED	null	ModelSEED:msfr.518
ftr00519	Xanthosine phosphorylase (EC 2.4.2.1)	ModelSEED	null	ModelSEED:msfr.519
ftr00520	Xanthosine permease	ModelSEED	null	ModelSEED:msfr.520
ftr00521	Xanthosine operon regulatory protein XapR, LysR family	ModelSEED	null	ModelSEED:msfr.521
ftr00522	MSHA biogenesis protein MshH	ModelSEED	null	ModelSEED:msfr.522
ftr00523	MSHA biogenesis protein MshI	ModelSEED	null	ModelSEED:msfr.523
ftr00524	MSHA biogenesis protein MshJ	ModelSEED	null	ModelSEED:msfr.524
ftr00525	MSHA biogenesis protein MshK	ModelSEED	null	ModelSEED:msfr.525
ftr00526	MSHA biogenesis protein MshK2	ModelSEED	null	ModelSEED:msfr.526
ftr00527	MSHA biogenesis protein MshK3	ModelSEED	null	ModelSEED:msfr.527
ftr00528	MSHA biogenesis protein MshL	ModelSEED	null	ModelSEED:msfr.528
ftr00529	MSHA biogenesis protein MshM	ModelSEED	null	ModelSEED:msfr.529
ftr00530	MSHA biogenesis protein MshN	ModelSEED	null	ModelSEED:msfr.530
ftr00531	MSHA biogenesis protein MshE	ModelSEED	null	ModelSEED:msfr.531
ftr00532	MSHA biogenesis protein MshG	ModelSEED	null	ModelSEED:msfr.532
ftr00533	MSHA biogenesis protein MshF	ModelSEED	null	ModelSEED:msfr.533
ftr00534	MSHA biogenesis protein MshF2	ModelSEED	null	ModelSEED:msfr.534
ftr00535	MSHA pilin protein MshB	ModelSEED	null	ModelSEED:msfr.535
ftr00536	MSHA pilin protein MshA	ModelSEED	null	ModelSEED:msfr.536
ftr00537	MSHA pilin protein MshC	ModelSEED	null	ModelSEED:msfr.537
ftr00538	MSHA pilin protein MshD	ModelSEED	null	ModelSEED:msfr.538
ftr00539	MSHA biogenesis protein MshO	ModelSEED	null	ModelSEED:msfr.539
ftr00540	MSHA biogenesis protein MshP	ModelSEED	null	ModelSEED:msfr.540
ftr00541	MSHA biogenesis protein MshQ	ModelSEED	null	ModelSEED:msfr.541
ftr00542	Negative regulator of allantoin and glyoxylate utilization operons	ModelSEED	null	ModelSEED:msfr.542
ftr00543	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	ModelSEED	null	ModelSEED:msfr.543
ftr00544	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	ModelSEED	null	ModelSEED:msfr.544
ftr00545	Glucarate dehydratase (EC 4.2.1.40)	ModelSEED	null	ModelSEED:msfr.545
ftr00546	D-galactarate dehydratase (EC 4.2.1.42)	ModelSEED	null	ModelSEED:msfr.546
ftr00547	D-Glucuronolactone:NAD+ oxidoreductase (EC 1.2.1.3)	ModelSEED	null	ModelSEED:msfr.547
ftr00548	L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	ModelSEED	null	ModelSEED:msfr.548
ftr00549	L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	ModelSEED	null	ModelSEED:msfr.549
ftr00550	Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	ModelSEED	null	ModelSEED:msfr.550
